age,marital,balance,housing,loan,duration,campaign,previous,poutcome,deposit
49,married,66,yes,yes,59,4,0,unknown,no
32,married,599,no,no,79,1,0,unknown,no
42,married,89,yes,no,159,1,0,unknown,no
37,single,796,yes,no,143,3,0,unknown,no
36,married,571,yes,yes,46,3,0,unknown,no
33,married,215,no,no,166,1,0,unknown,no
36,married,1088,yes,no,77,2,2,failure,no
30,married,271,yes,no,365,1,0,unknown,no
57,married,11494,no,no,198,1,0,unknown,no
37,married,2741,no,no,204,4,0,unknown,no
25,divorced,1694,no,no,159,2,0,unknown,no
70,divorced,383,no,no,50,2,0,unknown,no
41,married,298,no,no,63,3,1,other,no
26,single,155,yes,no,74,4,5,other,no
53,married,694,yes,no,157,1,0,unknown,no
55,married,179,no,no,97,1,0,unknown,no
23,single,356,yes,no,224,2,2,failure,no
45,married,0,yes,no,469,2,1,failure,no
34,married,179,yes,yes,137,4,0,unknown,no
35,married,244,yes,no,138,1,0,unknown,no
30,divorced,46,no,no,382,3,0,unknown,no
36,divorced,246,yes,no,206,2,0,unknown,no
48,married,7,yes,no,286,1,0,unknown,no
67,divorced,1746,no,no,134,1,0,unknown,no
35,single,992,yes,no,79,1,3,failure,no
38,divorced,4312,no,no,67,4,6,failure,no
44,married,103,yes,no,79,1,2,failure,no
54,married,506,yes,no,172,2,2,failure,no
42,divorced,461,yes,no,72,1,0,unknown,no
36,single,268,no,no,54,12,0,unknown,no
26,single,-454,no,yes,652,2,0,unknown,no
35,married,365,no,no,168,2,0,unknown,no
33,divorced,2,yes,no,600,2,17,failure,no
58,married,1667,yes,yes,85,1,0,unknown,no
21,single,2265,no,no,156,4,2,success,no
34,married,4622,yes,yes,217,1,0,unknown,no
38,single,0,no,no,255,2,1,failure,no
41,married,188,no,yes,15,25,0,unknown,no
36,single,0,no,no,333,5,0,unknown,no
38,single,592,no,no,275,1,0,unknown,no
25,married,-276,yes,no,105,1,0,unknown,no
34,married,1254,no,no,77,3,0,unknown,no
34,married,652,yes,yes,50,4,0,unknown,no
45,married,192,yes,no,154,5,1,other,no
30,single,148,yes,yes,115,5,0,unknown,no
42,married,1812,yes,no,84,2,0,unknown,no
50,married,3478,yes,no,342,3,0,unknown,no
33,married,264,no,no,180,4,0,unknown,no
35,married,71,yes,no,510,2,0,unknown,no
59,married,1376,no,yes,61,4,0,unknown,no
38,married,668,no,no,238,1,0,unknown,no
33,married,703,no,no,160,2,0,unknown,no
45,divorced,-25,no,yes,158,3,0,unknown,no
37,single,48,no,no,40,10,0,unknown,no
35,single,2453,yes,no,119,2,0,unknown,no
41,single,0,yes,no,522,5,0,unknown,no
33,married,133,yes,no,308,4,0,unknown,no
30,single,277,yes,no,166,1,1,other,no
49,married,78,no,no,139,1,0,unknown,no
39,married,517,yes,no,387,3,2,failure,no
44,divorced,1,no,no,388,4,0,unknown,no
38,married,7944,no,no,116,3,0,unknown,no
27,single,3,yes,no,346,2,0,unknown,no
45,married,623,no,no,405,3,0,unknown,no
40,divorced,290,yes,no,184,1,0,unknown,no
53,married,8918,yes,no,173,2,0,unknown,no
32,single,41,yes,no,449,1,1,other,no
34,married,199,yes,no,627,3,0,unknown,no
29,married,100,yes,yes,152,4,2,failure,no
34,single,313,yes,no,634,3,0,unknown,no
40,married,419,yes,yes,92,1,1,failure,no
44,married,0,yes,no,243,3,0,unknown,no
36,single,0,no,yes,300,1,4,failure,no
39,married,437,no,no,186,2,0,unknown,no
58,married,1357,yes,no,150,2,0,unknown,no
37,married,1610,no,no,140,2,0,unknown,no
31,married,0,yes,no,108,2,1,failure,no
46,divorced,709,yes,no,100,4,0,unknown,no
26,single,10086,no,no,475,3,2,success,no
37,married,0,yes,no,330,4,0,unknown,no
39,married,-311,yes,no,55,2,2,other,no
36,married,9324,yes,no,138,8,0,unknown,no
29,married,7832,yes,no,304,2,0,unknown,no
47,divorced,191,no,no,228,5,0,unknown,no
47,married,6637,yes,no,174,2,0,unknown,no
44,single,0,yes,no,198,1,0,unknown,no
24,single,172,no,no,114,1,0,unknown,no
30,married,1131,yes,yes,189,1,5,failure,no
55,single,797,no,no,24,2,0,unknown,no
41,married,120,no,yes,489,1,0,unknown,no
57,married,215,yes,yes,210,2,0,unknown,no
34,married,425,yes,no,1389,7,0,unknown,no
31,single,476,no,no,284,2,0,unknown,no
56,divorced,29,no,no,52,2,1,failure,no
53,married,527,yes,no,71,3,0,unknown,no
33,single,0,no,no,191,4,0,unknown,no
67,married,1093,no,no,64,3,0,unknown,no
53,married,70,no,no,77,8,0,unknown,no
41,married,39,no,no,299,4,0,unknown,no
46,married,296,yes,no,205,4,0,unknown,no
58,married,1464,yes,yes,53,29,0,unknown,no
39,married,2226,yes,no,158,1,0,unknown,no
30,single,1286,no,no,44,12,0,unknown,no
37,married,-738,yes,no,303,1,0,unknown,no
45,married,3643,no,no,162,1,0,unknown,no
50,married,5260,yes,no,51,2,0,unknown,no
30,single,3096,yes,no,272,4,0,unknown,no
29,married,-312,yes,yes,130,2,0,unknown,no
32,married,286,yes,no,175,1,0,unknown,no
37,married,89,yes,no,162,10,0,unknown,no
26,single,-72,yes,no,82,9,0,unknown,no
51,single,4305,yes,no,126,1,0,unknown,no
38,married,1487,no,no,332,2,0,unknown,no
72,divorced,0,no,no,359,1,0,unknown,no
42,divorced,-78,yes,yes,10,23,0,unknown,no
57,single,3495,no,yes,362,3,0,unknown,no
22,single,3317,no,no,148,1,0,unknown,no
46,married,1906,no,no,44,6,0,unknown,no
32,married,2996,yes,no,68,1,0,unknown,no
42,married,446,no,no,286,3,0,unknown,no
37,married,1590,no,no,305,2,0,unknown,no
27,single,5214,yes,no,94,1,0,unknown,no
30,married,134,yes,no,70,1,0,unknown,no
34,married,8,no,no,169,4,0,unknown,no
56,married,3120,yes,no,666,2,0,unknown,no
54,married,171,no,yes,673,8,0,unknown,no
57,married,39,yes,no,114,2,0,unknown,no
56,married,171,no,yes,610,2,0,unknown,no
41,married,-140,no,yes,190,1,0,unknown,no
32,single,728,yes,no,125,1,0,unknown,no
34,married,1637,yes,no,107,4,0,unknown,no
30,single,-143,yes,no,85,1,0,unknown,no
42,divorced,802,no,no,119,2,0,unknown,no
40,married,795,yes,no,725,3,0,unknown,no
36,single,265,yes,yes,348,1,0,unknown,no
42,married,2567,yes,no,401,2,0,unknown,no
34,married,3402,no,no,88,2,0,unknown,no
30,divorced,1336,yes,no,13,3,5,failure,no
35,married,306,no,no,12,8,0,unknown,no
44,single,10984,no,no,258,18,0,unknown,no
46,married,526,no,yes,251,3,0,unknown,no
38,married,563,yes,no,251,2,0,unknown,no
32,single,0,no,no,23,12,0,unknown,no
34,married,0,no,no,120,2,0,unknown,no
53,divorced,3107,no,no,152,1,0,unknown,no
38,married,0,no,no,33,3,0,unknown,no
54,married,1146,yes,no,205,2,0,unknown,no
32,single,5252,yes,no,232,2,2,failure,no
33,married,1195,yes,no,355,4,0,unknown,no
46,married,488,no,no,92,1,0,unknown,no
49,married,1887,no,no,244,3,0,unknown,no
37,married,49,no,yes,132,1,0,unknown,no
40,married,280,yes,no,435,2,3,failure,no
35,married,-461,no,no,339,1,0,unknown,no
26,divorced,633,yes,no,326,2,0,unknown,no
27,single,3955,yes,no,205,3,0,unknown,no
39,married,-233,yes,no,249,1,0,unknown,no
31,single,1626,no,no,15,1,0,unknown,no
53,married,1103,yes,yes,101,2,4,failure,no
50,divorced,223,no,no,264,5,0,unknown,no
36,single,-175,yes,no,180,2,0,unknown,no
46,married,-3,yes,no,92,2,0,unknown,no
36,married,0,yes,no,52,1,0,unknown,no
38,married,3918,no,no,101,3,0,unknown,no
44,married,284,yes,yes,109,5,0,unknown,no
56,married,4577,no,no,133,2,0,unknown,no
37,single,876,yes,no,140,4,2,failure,no
51,married,3754,no,yes,202,3,0,unknown,no
41,married,128,yes,no,100,2,0,unknown,no
55,divorced,0,yes,no,234,1,0,unknown,no
38,divorced,547,yes,no,137,4,0,unknown,no
21,single,243,no,yes,181,2,0,unknown,no
40,married,3571,no,no,222,3,0,unknown,no
39,married,130,no,no,202,2,0,unknown,no
30,married,-529,yes,no,416,4,0,unknown,no
28,single,1636,yes,no,97,1,2,failure,no
58,married,12180,no,no,121,5,0,unknown,no
50,married,297,yes,no,29,10,0,unknown,no
32,single,413,yes,no,270,1,0,unknown,no
44,single,285,yes,no,373,3,0,unknown,no
47,married,19,yes,no,105,2,0,unknown,no
45,married,44,no,no,81,1,0,unknown,no
48,divorced,62,yes,no,561,1,0,unknown,no
60,married,79,no,no,48,3,0,unknown,no
45,married,226,no,no,170,2,2,failure,no
31,single,2388,no,no,123,1,0,unknown,no
30,single,98,yes,no,100,5,0,unknown,no
52,married,48,no,no,135,2,0,unknown,no
31,married,255,yes,yes,295,1,0,unknown,no
53,married,2,yes,no,851,2,0,unknown,no
47,married,643,yes,no,18,6,0,unknown,no
42,married,13410,no,yes,149,2,0,unknown,no
57,married,0,yes,no,215,2,0,unknown,no
35,divorced,3443,no,no,409,4,0,unknown,no
47,married,2946,no,no,60,1,0,unknown,no
37,married,21,yes,no,52,2,0,unknown,no
55,married,1212,no,no,241,1,1,failure,no
58,married,2183,yes,no,209,1,0,unknown,no
33,married,135,yes,no,114,1,2,failure,no
29,married,5903,yes,no,194,1,0,unknown,no
41,divorced,271,yes,no,196,2,0,unknown,no
53,married,303,yes,no,593,2,0,unknown,no
41,single,7264,no,yes,125,3,0,unknown,no
42,married,0,no,no,113,1,0,unknown,no
52,married,204,no,no,123,2,0,unknown,no
42,divorced,444,no,no,171,1,0,unknown,no
33,single,-27,yes,no,165,1,0,unknown,no
44,single,287,no,no,301,1,0,unknown,no
53,married,800,no,no,90,1,0,unknown,no
35,single,4645,yes,no,502,3,40,other,no
47,married,1481,yes,no,64,2,3,failure,no
59,married,1575,yes,no,301,3,11,success,no
31,single,5691,yes,no,37,2,1,failure,no
40,married,294,yes,no,97,5,0,unknown,no
55,married,154,no,no,70,2,3,failure,no
41,single,3950,yes,no,96,2,0,unknown,no
46,married,624,yes,no,201,1,0,unknown,no
35,divorced,-504,no,no,228,1,0,unknown,no
46,divorced,111,yes,no,178,3,2,other,no
31,married,1131,yes,yes,126,1,6,failure,no
49,married,322,no,no,72,4,0,unknown,no
37,married,0,yes,no,657,4,1,other,no
41,single,-89,yes,no,195,4,4,failure,no
42,married,3,yes,no,34,1,0,unknown,no
34,single,1313,no,no,237,4,0,unknown,no
55,married,462,no,no,116,2,0,unknown,no
49,married,11,yes,no,166,8,0,unknown,no
59,married,3163,yes,no,240,2,0,unknown,no
26,single,2,yes,yes,461,1,0,unknown,no
43,married,3157,no,no,381,2,17,other,no
35,single,4348,yes,no,1074,3,8,failure,no
43,married,-391,yes,no,193,8,0,unknown,no
51,married,7816,yes,no,76,2,0,unknown,no
29,single,5763,no,yes,271,2,2,success,no
42,married,240,yes,no,183,1,16,other,no
73,married,508,no,no,154,4,1,success,no
39,married,2,yes,no,174,10,0,unknown,no
39,married,1654,no,yes,151,1,0,unknown,no
44,married,860,yes,yes,96,2,5,failure,no
30,single,154,yes,no,24,2,0,unknown,no
32,married,281,yes,no,226,1,0,unknown,no
57,married,427,no,no,246,1,0,unknown,no
55,married,467,no,no,129,5,0,unknown,no
24,single,91,yes,no,134,2,0,unknown,no
41,married,1319,yes,no,305,1,0,unknown,no
39,married,259,yes,no,27,1,0,unknown,no
52,married,-488,yes,no,322,1,0,unknown,no
28,single,60,no,yes,248,1,0,unknown,no
56,married,405,no,no,251,2,0,unknown,no
33,married,177,yes,yes,22,8,0,unknown,no
41,married,-412,yes,no,85,1,5,other,no
32,married,282,no,no,92,2,0,unknown,no
50,married,6181,no,no,1162,2,0,unknown,no
28,single,373,yes,no,115,2,0,unknown,no
36,married,-92,no,yes,196,3,0,unknown,no
36,married,49,yes,no,232,2,5,other,no
53,married,0,no,no,51,8,0,unknown,no
40,married,-283,no,no,253,2,0,unknown,no
34,single,1313,no,no,176,1,6,failure,no
35,single,2452,yes,no,91,2,0,unknown,no
55,married,517,yes,yes,61,4,0,unknown,no
49,married,350,no,no,238,6,0,unknown,no
57,married,1623,yes,yes,246,1,0,unknown,no
44,single,-435,yes,no,141,2,0,unknown,no
57,married,333,no,no,336,2,0,unknown,no
36,married,3770,yes,no,150,4,0,unknown,no
53,divorced,778,yes,no,221,2,0,unknown,no
25,single,483,no,yes,68,1,1,success,no
26,single,2170,no,no,317,1,0,unknown,no
33,single,541,yes,yes,572,1,0,unknown,no
33,married,205,no,no,156,2,0,unknown,no
29,single,2269,yes,no,53,1,1,failure,no
34,divorced,0,yes,no,153,1,0,unknown,no
46,divorced,973,no,no,297,1,0,unknown,no
25,married,894,yes,no,328,1,0,unknown,no
57,married,-12,no,yes,80,8,0,unknown,no
50,married,0,no,no,199,1,1,failure,no
48,married,5154,yes,no,70,1,0,unknown,no
32,single,-32,no,no,320,1,5,other,no
45,single,999,no,no,182,2,0,unknown,no
32,married,24,yes,yes,185,1,0,unknown,no
34,married,0,yes,no,150,1,0,unknown,no
56,married,771,yes,yes,254,1,0,unknown,no
49,single,1350,yes,yes,716,1,0,unknown,no
54,married,19,no,no,131,2,0,unknown,no
44,single,709,yes,no,54,1,0,unknown,no
35,single,2040,no,no,258,1,4,failure,no
31,married,303,yes,no,143,1,0,unknown,no
34,married,-311,yes,no,305,2,0,unknown,no
38,single,690,yes,no,34,1,0,unknown,no
56,married,2551,yes,no,150,2,0,unknown,no
49,married,-142,yes,yes,73,4,0,unknown,no
44,married,-448,yes,no,149,2,0,unknown,no
33,married,99,yes,yes,55,2,0,unknown,no
33,single,18,no,no,93,2,0,unknown,no
29,single,37,no,yes,309,2,0,unknown,no
34,married,3868,yes,no,134,1,1,failure,no
57,divorced,5041,yes,no,284,1,1,failure,no
34,married,260,no,no,50,1,0,unknown,no
55,married,67,no,no,267,2,0,unknown,no
47,divorced,157,yes,no,163,8,0,unknown,no
48,married,1513,no,yes,1171,1,0,unknown,no
36,single,1044,yes,no,15,19,0,unknown,no
34,married,113,yes,no,16,2,0,unknown,no
43,married,245,yes,no,829,1,0,unknown,no
55,married,505,yes,no,58,1,1,other,no
58,married,92,yes,no,180,1,0,unknown,no
62,married,3685,no,no,181,3,0,unknown,no
32,married,1636,yes,no,124,1,0,unknown,no
35,married,0,yes,no,310,1,0,unknown,no
33,single,349,no,no,182,1,0,unknown,no
54,married,3067,yes,no,222,3,0,unknown,no
41,married,338,yes,no,87,1,0,unknown,no
58,married,282,yes,no,40,4,0,unknown,no
34,single,1190,no,no,18,7,0,unknown,no
58,married,73,no,no,116,1,0,unknown,no
30,married,384,no,no,73,3,0,unknown,no
40,married,-388,yes,no,195,3,1,failure,no
35,married,354,no,yes,117,4,2,other,no
37,single,192,yes,no,105,2,0,unknown,no
32,single,70,yes,no,118,6,0,unknown,no
33,married,22,yes,no,71,1,0,unknown,no
48,married,335,no,no,214,3,0,unknown,no
46,divorced,2775,no,yes,188,1,0,unknown,no
35,single,592,no,yes,192,1,0,unknown,no
32,single,1271,yes,no,51,1,0,unknown,no
30,single,48,no,no,144,2,1,failure,no
46,married,0,no,no,159,1,0,unknown,no
27,single,4869,yes,no,258,2,4,other,no
40,married,737,yes,no,135,2,0,unknown,no
60,married,83,yes,no,302,2,0,unknown,no
28,single,1104,yes,no,73,7,0,unknown,no
27,single,5,yes,no,225,2,0,unknown,no
31,single,23,no,no,116,1,0,unknown,no
28,married,1137,no,no,129,4,3,other,no
27,single,181,no,no,147,1,0,unknown,no
36,divorced,8267,no,no,321,2,0,unknown,no
41,married,871,yes,no,145,1,0,unknown,no
30,single,1824,yes,no,153,2,0,unknown,no
52,single,4,no,yes,30,9,0,unknown,no
35,married,421,yes,no,350,1,0,unknown,no
37,single,561,no,no,188,1,2,failure,no
37,married,1498,yes,no,107,1,0,unknown,no
48,divorced,657,no,yes,251,2,0,unknown,no
38,married,0,no,no,168,2,0,unknown,no
44,divorced,9192,yes,no,59,3,0,unknown,no
43,married,7876,yes,no,209,2,0,unknown,no
35,single,0,yes,no,226,3,1,other,no
40,married,192,no,no,266,2,0,unknown,no
42,married,803,yes,no,171,2,0,unknown,no
51,married,1694,no,no,186,2,0,unknown,no
46,married,5559,no,no,483,1,0,unknown,no
40,divorced,737,yes,yes,102,1,0,unknown,no
51,married,174,no,no,308,3,0,unknown,no
24,single,931,yes,no,200,4,0,unknown,no
31,married,95,no,no,48,6,0,unknown,no
41,married,0,no,no,630,2,0,unknown,no
34,single,4367,no,no,121,2,0,unknown,no
31,married,68,yes,no,226,1,0,unknown,no
31,single,1308,no,no,323,3,0,unknown,no
52,divorced,353,no,no,395,4,0,unknown,no
38,married,-40,yes,no,227,1,0,unknown,no
31,married,0,yes,no,133,1,0,unknown,no
34,married,-312,yes,no,232,1,0,unknown,no
22,single,549,no,no,154,1,0,unknown,no
60,married,8837,yes,no,144,4,0,unknown,no
28,married,1020,yes,no,251,1,0,unknown,no
31,married,3540,yes,no,441,1,0,unknown,no
32,married,663,no,yes,62,3,0,unknown,no
77,married,2590,no,no,112,5,15,success,no
70,married,4982,no,no,794,2,0,unknown,no
29,married,6,yes,no,143,2,0,unknown,no
34,married,118,no,yes,171,3,0,unknown,no
38,divorced,-258,yes,no,134,2,4,other,no
45,married,-221,yes,yes,170,1,0,unknown,no
40,married,2596,no,no,236,1,0,unknown,no
34,married,467,yes,no,195,2,2,failure,no
30,divorced,3100,yes,no,125,1,4,failure,no
56,divorced,722,no,no,134,3,2,failure,no
50,married,797,yes,no,354,1,0,unknown,no
53,married,476,yes,no,160,1,0,unknown,no
48,married,558,no,no,433,6,0,unknown,no
53,married,162,yes,no,270,2,0,unknown,no
27,single,1842,yes,yes,687,2,1,failure,no
46,married,2348,no,no,182,1,0,unknown,no
54,married,11,yes,yes,48,10,0,unknown,no
36,married,2103,no,yes,71,1,0,unknown,no
31,single,967,no,no,210,3,0,unknown,no
58,married,116,no,no,580,3,0,unknown,no
48,divorced,2805,no,yes,212,2,0,unknown,no
29,married,1386,yes,no,166,1,0,unknown,no
57,divorced,0,no,no,102,1,0,unknown,no
37,married,0,yes,no,185,1,0,unknown,no
53,married,90,yes,no,67,5,0,unknown,no
58,married,37,no,no,84,11,0,unknown,no
33,married,7,yes,no,612,1,1,failure,no
38,married,676,no,no,59,3,0,unknown,no
28,single,3817,yes,no,528,3,0,unknown,no
28,single,144,no,yes,136,1,0,unknown,no
37,single,230,yes,yes,120,2,1,failure,no
27,single,0,yes,no,352,1,0,unknown,no
36,married,1109,no,no,328,2,0,unknown,no
53,married,2925,yes,no,1392,4,0,unknown,no
26,single,397,no,no,268,1,0,unknown,no
59,single,865,no,no,1086,1,0,unknown,no
31,single,816,no,no,100,2,0,unknown,no
59,married,396,yes,no,72,3,0,unknown,no
40,divorced,0,yes,no,121,2,0,unknown,no
27,married,241,no,yes,889,1,0,unknown,no
32,married,243,yes,yes,144,1,0,unknown,no
42,married,233,no,no,446,1,0,unknown,no
43,married,43,yes,no,199,1,0,unknown,no
53,married,290,no,yes,303,3,0,unknown,no
30,single,101,yes,no,85,2,0,unknown,no
53,divorced,1151,yes,no,412,1,0,unknown,no
53,divorced,45,no,no,171,6,0,unknown,no
57,married,1410,yes,no,185,1,0,unknown,no
33,married,1234,no,no,61,1,0,unknown,no
38,married,2767,yes,no,711,2,0,unknown,no
33,single,5969,no,no,110,1,7,failure,no
42,divorced,-272,no,no,186,1,0,unknown,no
32,single,1036,yes,yes,62,2,0,unknown,no
42,married,9324,no,no,67,4,0,unknown,no
41,married,1043,yes,yes,225,1,0,unknown,no
35,married,1473,yes,no,84,3,0,unknown,no
48,married,183,yes,no,203,9,0,unknown,no
24,single,86,no,no,1075,2,0,unknown,no
59,married,0,yes,no,217,4,0,unknown,no
45,married,2388,no,no,317,2,0,unknown,no
39,divorced,160,yes,no,156,1,0,unknown,no
46,married,385,yes,no,52,4,0,unknown,no
38,married,4,yes,no,158,1,0,unknown,no
30,single,119,no,no,430,1,0,unknown,no
52,married,0,no,yes,409,1,0,unknown,no
42,divorced,742,yes,no,58,3,0,unknown,no
46,divorced,0,no,no,6,1,0,unknown,no
33,single,1724,no,no,252,6,0,unknown,no
52,married,0,no,no,351,5,0,unknown,no
49,married,503,yes,no,310,4,1,failure,no
59,single,68,yes,no,176,2,0,unknown,no
58,divorced,5914,no,no,69,4,0,unknown,no
26,single,192,yes,no,477,1,0,unknown,no
41,married,15,no,no,13,5,0,unknown,no
41,married,2157,yes,no,154,2,0,unknown,no
39,married,3494,yes,no,139,1,4,failure,no
27,married,275,yes,no,196,2,0,unknown,no
47,married,318,no,no,83,1,0,unknown,no
52,married,350,no,yes,156,1,0,unknown,no
37,married,588,yes,no,65,4,0,unknown,no
38,married,2008,yes,no,354,1,0,unknown,no
42,single,35,yes,yes,38,1,5,other,no
41,married,2152,no,no,134,1,1,other,no
46,married,122,no,no,1047,2,7,failure,no
40,divorced,160,no,no,123,3,0,unknown,no
41,single,1934,yes,no,162,2,0,unknown,no
60,married,0,yes,no,34,4,0,unknown,no
59,married,613,no,no,75,2,0,unknown,no
59,married,574,no,no,197,6,0,unknown,no
28,single,0,yes,yes,380,4,0,unknown,no
45,single,341,yes,yes,77,2,0,unknown,no
31,divorced,158,yes,no,157,1,0,unknown,no
31,single,1489,yes,no,678,1,0,unknown,no
46,married,2911,no,no,41,9,0,unknown,no
51,married,1178,no,no,530,2,0,unknown,no
37,married,96,no,no,102,1,3,success,no
40,married,4157,yes,no,735,1,0,unknown,no
31,single,-575,yes,no,153,9,0,unknown,no
38,married,3419,yes,no,324,5,0,unknown,no
39,single,1104,no,no,333,2,2,success,no
29,married,57,yes,no,342,9,0,unknown,no
65,married,343,no,no,159,2,0,unknown,no
26,single,-326,yes,no,128,3,0,unknown,no
44,married,0,no,no,209,1,0,unknown,no
27,single,3104,yes,no,160,2,0,unknown,no
35,married,648,no,no,674,2,0,unknown,no
36,single,10041,yes,no,91,2,1,other,no
36,single,-508,yes,no,832,2,0,unknown,no
24,single,327,yes,no,333,2,0,unknown,no
33,single,1150,yes,no,109,2,0,unknown,no
53,single,1074,yes,no,523,2,0,unknown,no
45,married,27,yes,yes,43,2,0,unknown,no
37,married,3720,yes,no,561,1,0,unknown,no
60,divorced,92,yes,no,70,3,0,unknown,no
30,single,7845,yes,no,59,1,0,unknown,no
37,married,157,yes,no,833,8,0,unknown,no
34,married,428,yes,no,221,2,3,other,no
28,married,0,yes,no,6,4,0,unknown,no
44,single,54,no,yes,199,2,0,unknown,no
34,married,13,yes,no,47,1,0,unknown,no
70,married,3230,no,no,112,1,0,unknown,no
38,single,1637,no,yes,231,1,0,unknown,no
32,single,6981,yes,no,154,1,3,failure,no
39,married,1,yes,yes,102,1,0,unknown,no
38,divorced,631,yes,no,343,2,0,unknown,no
36,divorced,7296,yes,no,108,6,0,unknown,no
32,single,3014,yes,no,291,2,0,unknown,no
34,single,920,yes,no,250,1,5,failure,no
49,married,735,yes,no,50,3,0,unknown,no
45,married,1300,no,no,135,3,0,unknown,no
24,married,541,yes,no,622,4,0,unknown,no
47,married,0,no,no,213,2,0,unknown,no
36,married,1257,no,no,108,9,1,other,no
25,married,4522,yes,no,177,4,0,unknown,no
30,single,585,no,yes,7,6,0,unknown,no
29,single,150,yes,no,165,1,0,unknown,no
27,married,202,yes,no,212,2,0,unknown,no
57,married,2137,no,no,132,7,0,unknown,no
38,divorced,2674,yes,no,163,2,0,unknown,no
43,married,625,yes,no,175,1,0,unknown,no
35,single,73,yes,no,79,2,0,unknown,no
38,married,2656,no,no,230,2,0,unknown,no
71,married,3,no,no,1175,3,1,other,no
36,married,0,no,no,794,1,0,unknown,no
40,married,95,no,yes,61,4,0,unknown,no
50,married,106,no,no,460,2,0,unknown,no
31,married,477,yes,no,77,5,0,unknown,no
33,divorced,1529,yes,no,41,1,0,unknown,no
57,married,28,yes,no,163,1,1,failure,no
32,single,1743,yes,no,1156,1,3,other,no
52,married,924,no,no,93,4,0,unknown,no
30,single,457,no,no,90,2,0,unknown,no
40,married,0,yes,no,561,1,1,failure,no
50,married,736,yes,no,74,1,0,unknown,no
32,married,0,no,no,183,2,0,unknown,no
36,single,787,no,no,92,1,0,unknown,no
60,married,-396,yes,no,443,1,1,failure,no
48,married,1573,no,no,165,1,0,unknown,no
72,married,0,no,no,215,2,0,unknown,no
46,married,524,yes,no,15,7,0,unknown,no
45,married,1558,yes,no,179,1,0,unknown,no
50,married,159,yes,no,216,2,0,unknown,no
29,married,53,yes,no,27,17,0,unknown,no
40,single,838,yes,no,619,3,0,unknown,no
49,married,3144,no,no,349,2,0,unknown,no
42,married,737,yes,no,762,2,0,unknown,no
43,married,4056,no,no,13,6,2,failure,no
36,married,162,yes,yes,340,2,0,unknown,no
37,married,0,yes,no,76,4,0,unknown,no
59,divorced,217,yes,no,574,3,0,unknown,no
75,married,3324,no,no,149,1,0,unknown,no
53,married,2895,yes,no,74,1,0,unknown,no
53,married,0,yes,no,85,3,0,unknown,no
57,married,11254,no,no,229,2,0,unknown,no
30,married,-280,yes,no,609,2,2,failure,no
44,married,808,yes,no,67,2,0,unknown,no
51,married,0,no,no,166,2,0,unknown,no
30,married,246,yes,no,166,2,5,failure,no
42,married,-972,yes,no,146,1,0,unknown,no
48,married,750,no,no,85,2,2,other,no
40,married,2430,no,no,87,2,0,unknown,no
36,married,-179,yes,no,144,1,0,unknown,no
40,married,1412,no,no,48,3,0,unknown,no
47,married,-1531,yes,no,156,8,0,unknown,no
39,married,51,no,no,140,2,0,unknown,no
41,married,88,yes,no,105,1,2,failure,no
42,married,-209,no,yes,90,2,0,unknown,no
50,single,799,no,no,63,1,0,unknown,no
58,married,4048,no,yes,270,5,0,unknown,no
70,married,1310,no,no,634,1,0,unknown,no
29,single,573,yes,yes,190,4,0,unknown,no
56,married,6798,yes,no,250,1,0,unknown,no
32,married,1214,no,no,104,2,0,unknown,no
39,single,75,no,no,26,1,0,unknown,no
33,divorced,387,no,no,17,5,0,unknown,no
47,married,2246,yes,no,330,1,0,unknown,no
39,divorced,3,no,yes,625,1,0,unknown,no
34,married,883,no,no,163,3,0,unknown,no
36,married,1503,no,no,138,1,0,unknown,no
40,married,-322,yes,yes,144,1,0,unknown,no
34,married,1301,no,no,56,1,0,unknown,no
54,married,950,yes,no,285,2,0,unknown,no
36,married,2326,yes,no,7,5,0,unknown,no
34,married,-78,yes,no,198,1,0,unknown,no
50,divorced,2405,yes,no,114,1,8,failure,no
48,divorced,113,no,yes,38,1,0,unknown,no
35,married,4564,no,no,45,6,0,unknown,no
33,married,387,yes,no,327,2,2,failure,no
42,married,1865,yes,no,164,1,0,unknown,no
31,single,4105,no,no,264,1,0,unknown,no
54,married,258,no,no,86,1,1,failure,no
55,married,19,yes,no,56,3,0,unknown,no
30,single,3773,yes,no,75,4,1,failure,no
30,married,1808,yes,no,83,2,0,unknown,no
59,divorced,1304,no,no,220,1,0,unknown,no
50,single,3702,no,no,109,5,0,unknown,no
59,married,163,no,no,464,1,0,unknown,no
27,single,-151,no,no,283,2,0,unknown,no
25,single,1602,yes,no,154,1,0,unknown,no
37,married,1314,yes,no,74,1,9,failure,no
36,married,84,yes,no,67,1,0,unknown,no
56,married,1906,no,yes,45,9,0,unknown,no
52,married,291,no,no,150,3,0,unknown,no
36,divorced,223,yes,yes,80,1,0,unknown,no
30,married,207,yes,no,72,2,0,unknown,no
31,single,518,yes,no,399,1,0,unknown,no
55,married,241,yes,no,14,6,0,unknown,no
28,single,-126,no,yes,360,4,0,unknown,no
44,single,421,no,yes,307,1,0,unknown,no
28,single,38,yes,no,31,1,0,unknown,no
25,single,800,yes,no,151,4,0,unknown,no
39,divorced,32,no,yes,8,10,0,unknown,no
32,married,1477,yes,no,111,1,0,unknown,no
42,married,160,yes,yes,190,1,0,unknown,no
